Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc
cora_q1sx4hpz_gae,0.2357,0.4715,0.5741,0.6578,0.8479,0.9163,0.3746,0.2357,0.4715,0.5741,0.6578,0.8479,0.9163,0.8914,0.9095,0.80038
cora_56kn8m3s_gae,0.2548,0.4525,0.5475,0.6578,0.8479,0.9163,0.3829,0.2548,0.4525,0.5475,0.6578,0.8479,0.9163,0.89,0.9084,0.79848
cora_trfxch40_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_ptma0hpg_gae,0.27,0.4601,0.5703,0.6426,0.8479,0.924,0.3923,0.27,0.4601,0.5703,0.6426,0.8479,0.924,0.8919,0.9092,0.79848
cora_8nkw4jqv_gae,0.2586,0.4677,0.5627,0.6616,0.8517,0.9202,0.3836,0.2586,0.4677,0.5627,0.6616,0.8517,0.9202,0.8908,0.9086,0.79468
cora_8wehe8d1_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8913,0.9084,0.80228
cora_610fl8hs_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3929,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8911,0.9085,0.80608
cora_rfeqkngc_gae,0.251,0.4449,0.5475,0.6616,0.8441,0.9202,0.377,0.251,0.4449,0.5475,0.6616,0.8441,0.9202,0.8891,0.9072,0.80038
cora_0x11thq0_gae,0.2662,0.4601,0.5665,0.654,0.8403,0.9163,0.3858,0.2662,0.4601,0.5665,0.654,0.8403,0.9163,0.8921,0.909,0.80798
cora_nhpjk11u_gae,0.2548,0.4563,0.5437,0.654,0.8441,0.9202,0.3869,0.2548,0.4563,0.5437,0.654,0.8441,0.9202,0.8909,0.909,0.79658
cora_7ybtrm6z_gae,0.27,0.4335,0.5665,0.6578,0.8517,0.9202,0.3835,0.27,0.4335,0.5665,0.6578,0.8517,0.9202,0.8908,0.9085,0.80038
cora_ari3nx9r_gae,0.251,0.4373,0.5551,0.6578,0.8479,0.924,0.3783,0.251,0.4373,0.5551,0.6578,0.8479,0.924,0.891,0.9085,0.79468
cora_6ktqgrhz_gae,0.2776,0.4639,0.5741,0.6502,0.8479,0.9278,0.3929,0.2776,0.4639,0.5741,0.6502,0.8479,0.9278,0.8892,0.9078,0.79848
cora_wmrju2i6_gae,0.2548,0.4373,0.5437,0.6578,0.8479,0.9202,0.3757,0.2548,0.4373,0.5437,0.6578,0.8479,0.9202,0.8897,0.9076,0.80228
cora_gnen92y3_gae,0.251,0.4563,0.5703,0.6502,0.8517,0.924,0.379,0.251,0.4563,0.5703,0.6502,0.8517,0.924,0.8896,0.9078,0.80228
cora_cq79dml8_gae,0.2586,0.4297,0.5513,0.6616,0.8555,0.9202,0.3785,0.2586,0.4297,0.5513,0.6616,0.8555,0.9202,0.8906,0.908,0.80418
cora_ksofz7s2_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3937,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8912,0.9086,0.80608
cora_v8902d1a_gae,0.2776,0.4525,0.5703,0.654,0.8479,0.924,0.3933,0.2776,0.4525,0.5703,0.654,0.8479,0.924,0.8931,0.9109,0.80228
cora_3ryqvmw8_gae,0.2357,0.4601,0.5437,0.6502,0.8479,0.9202,0.3758,0.2357,0.4601,0.5437,0.6502,0.8479,0.9202,0.8914,0.9089,0.79658
cora_wi4j6fr1_gae,0.2776,0.4601,0.5513,0.6502,0.8403,0.9202,0.3948,0.2776,0.4601,0.5513,0.6502,0.8403,0.9202,0.8912,0.9094,0.79848
cora_so54f8cd_gae,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.3819,0.251,0.4525,0.5551,0.6578,0.8479,0.9202,0.8911,0.9089,0.79658
cora_feenbonb_gae,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.375,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.8915,0.909,0.79658
cora_03iv8mdf_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_9e8rsp6x_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8913,0.9084,0.80228
cora_cfn2nnqz_gae,0.2395,0.4563,0.5627,0.6616,0.8479,0.9202,0.3754,0.2395,0.4563,0.5627,0.6616,0.8479,0.9202,0.8902,0.9091,0.79658
cora_jj1dvbr4_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8913,0.9084,0.80228
cora_dlwe7lsd_gae,0.2928,0.4297,0.5665,0.6464,0.8479,0.924,0.3969,0.2928,0.4297,0.5665,0.6464,0.8479,0.924,0.8899,0.908,0.80228
cora_yzr9tjo2_gae,0.2852,0.4449,0.5589,0.6464,0.8479,0.924,0.3912,0.2852,0.4449,0.5589,0.6464,0.8479,0.924,0.8893,0.9074,0.80228
cora_ws72gzth_gae,0.2776,0.4677,0.5627,0.6654,0.8479,0.9163,0.3939,0.2776,0.4677,0.5627,0.6654,0.8479,0.9163,0.8895,0.909,0.80989
cora_8u9sokt7_gae,0.2624,0.4639,0.5399,0.6502,0.8403,0.9087,0.3888,0.2624,0.4639,0.5399,0.6502,0.8403,0.9087,0.8913,0.9086,0.80418
cora_8tdci8rx_gae,0.2966,0.4563,0.5741,0.6616,0.8517,0.924,0.4047,0.2966,0.4563,0.5741,0.6616,0.8517,0.924,0.8914,0.9105,0.79848
cora_d5flilu4_gae,0.2776,0.4411,0.5665,0.6616,0.8517,0.9202,0.3931,0.2776,0.4411,0.5665,0.6616,0.8517,0.9202,0.8935,0.9116,0.80608
cora_qz7i9k58_gae,0.2586,0.4297,0.5513,0.6616,0.8555,0.9202,0.3785,0.2586,0.4297,0.5513,0.6616,0.8555,0.9202,0.8905,0.9079,0.80418
cora_c8wnszx7_gae,0.289,0.4601,0.5665,0.654,0.8479,0.9202,0.3972,0.289,0.4601,0.5665,0.654,0.8479,0.9202,0.8895,0.9079,0.80228
cora_uomw1koa_gae,0.2738,0.4639,0.5627,0.6578,0.8479,0.924,0.3914,0.2738,0.4639,0.5627,0.6578,0.8479,0.924,0.8902,0.9085,0.79658
cora_gllrublw_gae,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.3855,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.8924,0.9098,0.80228
cora_16zn3xsh_gae,0.2814,0.4639,0.5703,0.6616,0.8479,0.924,0.3947,0.2814,0.4639,0.5703,0.6616,0.8479,0.924,0.891,0.9088,0.80418
cora_83hh53nz_gae,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.375,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.8915,0.909,0.79658
cora_u29e5uda_gae,0.2662,0.4715,0.5399,0.6502,0.8403,0.9163,0.3921,0.2662,0.4715,0.5399,0.6502,0.8403,0.9163,0.8908,0.9085,0.80228
cora_qjlum70p_gae,0.2738,0.4677,0.5779,0.6616,0.8479,0.924,0.391,0.2738,0.4677,0.5779,0.6616,0.8479,0.924,0.8901,0.9089,0.79848
cora_iwk00njq_gae,0.2814,0.4601,0.5665,0.6616,0.8479,0.9278,0.3962,0.2814,0.4601,0.5665,0.6616,0.8479,0.9278,0.8924,0.9104,0.80228
cora_2qdh556w_gae,0.27,0.4601,0.5551,0.6616,0.8517,0.9202,0.384,0.27,0.4601,0.5551,0.6616,0.8517,0.9202,0.8898,0.9077,0.80418
cora_dyn1ob3w_gae,0.251,0.4487,0.5627,0.654,0.8479,0.924,0.3819,0.251,0.4487,0.5627,0.654,0.8479,0.924,0.8928,0.9099,0.80038
cora_v35ynnvd_gae,0.2776,0.4601,0.5779,0.6616,0.8479,0.9202,0.3948,0.2776,0.4601,0.5779,0.6616,0.8479,0.9202,0.8875,0.9081,0.80798
cora_3y2jxp2m_gae,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.3772,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.8917,0.909,0.81559
cora_p50on4tz_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_i8z626cf_gae,0.2624,0.4601,0.5399,0.654,0.8403,0.9163,0.39,0.2624,0.4601,0.5399,0.654,0.8403,0.9163,0.8915,0.9088,0.80418
cora_2boe0sr6_gae,0.289,0.4677,0.5741,0.654,0.8517,0.9163,0.399,0.289,0.4677,0.5741,0.654,0.8517,0.9163,0.8892,0.9077,0.80228
cora_uxxfna53_gae,0.2586,0.4639,0.5513,0.6502,0.8555,0.924,0.3867,0.2586,0.4639,0.5513,0.6502,0.8555,0.924,0.8936,0.9105,0.80228
cora_law62re0_gae,0.2738,0.4297,0.5361,0.6616,0.8517,0.924,0.3863,0.2738,0.4297,0.5361,0.6616,0.8517,0.924,0.8905,0.9081,0.80608
cora_d18y4cis_gae,0.2319,0.4677,0.5856,0.6616,0.8555,0.9202,0.374,0.2319,0.4677,0.5856,0.6616,0.8555,0.9202,0.8931,0.9104,0.80038
cora_rz58n1t2_gae,0.27,0.4639,0.5779,0.6616,0.8479,0.924,0.3882,0.27,0.4639,0.5779,0.6616,0.8479,0.924,0.8901,0.9084,0.79848
cora_g5j3yyrm_gae,0.2319,0.4525,0.5627,0.6578,0.8479,0.9202,0.3716,0.2319,0.4525,0.5627,0.6578,0.8479,0.9202,0.8908,0.9085,0.79278
cora_k7fsq344_gae,0.2586,0.4297,0.5589,0.6654,0.8479,0.9202,0.3748,0.2586,0.4297,0.5589,0.6654,0.8479,0.9202,0.889,0.9066,0.80228
cora_6b631fny_gae,0.2814,0.4563,0.5817,0.6578,0.8479,0.924,0.3959,0.2814,0.4563,0.5817,0.6578,0.8479,0.924,0.89,0.9087,0.80418
cora_mo2lycij_gae,0.27,0.4563,0.5703,0.6616,0.8517,0.9202,0.3908,0.27,0.4563,0.5703,0.6616,0.8517,0.9202,0.8892,0.908,0.80608
cora_aj6w88ad_gae,0.2357,0.4563,0.5399,0.654,0.8441,0.9202,0.3741,0.2357,0.4563,0.5399,0.654,0.8441,0.9202,0.8908,0.9084,0.79658
cora_2bmnfusg_gae,0.2776,0.4525,0.5627,0.6616,0.8441,0.924,0.3937,0.2776,0.4525,0.5627,0.6616,0.8441,0.924,0.8901,0.9086,0.80038
cora_b4khdcva_gae,0.2586,0.4525,0.5551,0.654,0.8479,0.9163,0.3851,0.2586,0.4525,0.5551,0.654,0.8479,0.9163,0.888,0.9066,0.79848
cora_nxtjxbzx_gae,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.3855,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.8924,0.9098,0.80228
cora_oz91eqaq_gae,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.3774,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.8919,0.9091,0.81749
cora_5iqfrshp_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_tgqyijco_gae,0.2319,0.4563,0.5627,0.6578,0.8479,0.9202,0.3715,0.2319,0.4563,0.5627,0.6578,0.8479,0.9202,0.8908,0.9085,0.79278
cora_rnvue2zi_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3937,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8913,0.9087,0.80608
cora_mnf43t26_gae,0.2281,0.4563,0.5399,0.6502,0.8479,0.924,0.3726,0.2281,0.4563,0.5399,0.6502,0.8479,0.924,0.8916,0.9088,0.80038
cora_nbfbsh48_gae,0.3004,0.4563,0.5551,0.6654,0.8479,0.9125,0.4088,0.3004,0.4563,0.5551,0.6654,0.8479,0.9125,0.8911,0.9093,0.79658
cora_85adht9n_gae,0.27,0.4449,0.5703,0.6616,0.8517,0.924,0.3869,0.27,0.4449,0.5703,0.6616,0.8517,0.924,0.8914,0.9089,0.80989
cora_jttp5gjs_gae,0.2624,0.4335,0.5665,0.6578,0.8441,0.9202,0.3742,0.2624,0.4335,0.5665,0.6578,0.8441,0.9202,0.8888,0.9067,0.80418
cora_d9ewqjam_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3929,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8911,0.9085,0.80608
cora_dgbp08b4_gae,0.2624,0.4677,0.5361,0.6502,0.8441,0.9202,0.3896,0.2624,0.4677,0.5361,0.6502,0.8441,0.9202,0.8915,0.9087,0.80038
cora_991aq2bd_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8913,0.9084,0.80228
cora_m9ukjjww_gae,0.2852,0.4601,0.5741,0.6464,0.8517,0.924,0.3978,0.2852,0.4601,0.5741,0.6464,0.8517,0.924,0.8931,0.911,0.80608
cora_3g7po3iq_gae,0.2243,0.4677,0.5779,0.6616,0.8479,0.9202,0.3686,0.2243,0.4677,0.5779,0.6616,0.8479,0.9202,0.8917,0.9094,0.79848
cora_jnvfoioq_gae,0.2776,0.4411,0.5741,0.6616,0.8517,0.924,0.3924,0.2776,0.4411,0.5741,0.6616,0.8517,0.924,0.8936,0.9116,0.80418
cora_7m0kjh7c_gae,0.2662,0.4563,0.5779,0.654,0.8479,0.924,0.3879,0.2662,0.4563,0.5779,0.654,0.8479,0.924,0.8933,0.911,0.80228
cora_6n5bgwlt_gae,0.2852,0.4563,0.5741,0.6502,0.8479,0.9202,0.3988,0.2852,0.4563,0.5741,0.6502,0.8479,0.9202,0.888,0.9083,0.80989
cora_ok7yj1i2_gae,0.289,0.4639,0.5779,0.6502,0.8517,0.924,0.401,0.289,0.4639,0.5779,0.6502,0.8517,0.924,0.8896,0.9087,0.80228
cora_i4i858wf_gae,0.2548,0.4411,0.5399,0.6616,0.8479,0.9163,0.3756,0.2548,0.4411,0.5399,0.6616,0.8479,0.9163,0.8888,0.9073,0.79658
cora_msw7mi8x_gae,0.2852,0.4563,0.5741,0.6578,0.8479,0.9202,0.3966,0.2852,0.4563,0.5741,0.6578,0.8479,0.9202,0.8885,0.9082,0.80798
cora_aipv42ke_gae,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.3921,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80608
cora_w4qll15v_gae,0.2319,0.4259,0.5665,0.654,0.8479,0.924,0.3646,0.2319,0.4259,0.5665,0.654,0.8479,0.924,0.8897,0.9073,0.80608
cora_bmn9u8lq_gae,0.2928,0.4601,0.5589,0.6464,0.8479,0.9202,0.3984,0.2928,0.4601,0.5589,0.6464,0.8479,0.9202,0.8898,0.9079,0.80418
cora_gooh6v30_gae,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.3792,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.8905,0.9077,0.80228
cora_hq9uro2t_gae,0.2738,0.4563,0.5779,0.6578,0.8403,0.9202,0.3913,0.2738,0.4563,0.5779,0.6578,0.8403,0.9202,0.89,0.9088,0.79848
cora_nbmx1eni_gae,0.2928,0.4601,0.5513,0.6578,0.8517,0.924,0.4012,0.2928,0.4601,0.5513,0.6578,0.8517,0.924,0.8916,0.9098,0.80228
cora_ubpwj35b_gae,0.2319,0.4373,0.5551,0.6502,0.8517,0.9202,0.3669,0.2319,0.4373,0.5551,0.6502,0.8517,0.9202,0.8893,0.9072,0.80418
cora_dx6x5b9p_gae,0.2586,0.4449,0.5475,0.6578,0.8479,0.9202,0.3831,0.2586,0.4449,0.5475,0.6578,0.8479,0.9202,0.8916,0.909,0.80038
cora_ff1ggsx4_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_1xle9hxp_gae,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.3855,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.8926,0.9099,0.80228
cora_4r5a6p2g_gae,0.2738,0.4487,0.5551,0.6502,0.8517,0.9202,0.3886,0.2738,0.4487,0.5551,0.6502,0.8517,0.9202,0.8888,0.9072,0.80038
cora_oxcn7ek4_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_72ce2lvc_gae,0.251,0.4373,0.5551,0.6578,0.8479,0.924,0.3783,0.251,0.4373,0.5551,0.6578,0.8479,0.924,0.891,0.9085,0.79468
cora_mijs14zd_gae,0.2319,0.4639,0.5551,0.6616,0.8517,0.9202,0.3752,0.2319,0.4639,0.5551,0.6616,0.8517,0.9202,0.8914,0.909,0.79658
cora_t4rvugrq_gae,0.2776,0.4563,0.5665,0.6578,0.8479,0.9278,0.3921,0.2776,0.4563,0.5665,0.6578,0.8479,0.9278,0.892,0.9096,0.79848
cora_hsmzaxyy_gae,0.2548,0.4677,0.5817,0.6616,0.8441,0.9163,0.3855,0.2548,0.4677,0.5817,0.6616,0.8441,0.9163,0.8923,0.9104,0.80989
cora_oi6njtie_gae,0.2814,0.4639,0.5703,0.654,0.8555,0.924,0.3936,0.2814,0.4639,0.5703,0.654,0.8555,0.924,0.8907,0.9085,0.80608
cora_fg3zx3mr_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_99iw4s96_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_upwpmtlx_gae,0.27,0.4601,0.5437,0.654,0.8403,0.9125,0.3933,0.27,0.4601,0.5437,0.654,0.8403,0.9125,0.8914,0.9087,0.80608
cora_77b70mw1_gae,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.375,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.8915,0.909,0.79658
cora_xwbvghgk_gae,0.251,0.4525,0.5817,0.6616,0.8517,0.9202,0.3803,0.251,0.4525,0.5817,0.6616,0.8517,0.9202,0.8893,0.9085,0.80228
cora_i3ghivd3_gae,0.251,0.4487,0.5513,0.6578,0.8479,0.924,0.381,0.251,0.4487,0.5513,0.6578,0.8479,0.924,0.8905,0.9084,0.79468
cora_rtvupwwl_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3937,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8913,0.9086,0.80608
cora_wyhny6wp_gae,0.289,0.4715,0.5703,0.6616,0.8479,0.9202,0.401,0.289,0.4715,0.5703,0.6616,0.8479,0.9202,0.892,0.9107,0.80038
cora_bt5nb3r2_gae,0.3004,0.4411,0.5399,0.654,0.8555,0.9125,0.3996,0.3004,0.4411,0.5399,0.654,0.8555,0.9125,0.8881,0.9064,0.80228
cora_e7jcbpc6_gae,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.375,0.2319,0.4601,0.5551,0.6578,0.8479,0.9202,0.8915,0.909,0.79658
